employee_id,date,calls_handled,avg_call_time,escalation_count,resolution_status
EMP104,2024-04-13,28,6.99,6,Escalated
EMP128,2024-04-12,52,6.99,5,Escalated
EMP144,2024-03-06,39,8.2,3,Escalated
EMP150,2024-06-15,51,6.33,2,Resolved
EMP109,2024-01-30,30,6.79,2,Resolved
EMP133,2024-02-08,42,6.11,4,Escalated
EMP110,2024-03-31,58,5.33,6,Escalated
EMP117,2024-06-08,52,5.2,4,Escalated
EMP145,2024-03-03,39,5.6,5,Escalated
EMP117,2024-04-26,55,7.44,5,Escalated
EMP122,2024-01-31,26,6.77,3,Escalated
EMP150,2024-06-21,56,6.86,6,Escalated
EMP115,2024-02-09,46,7.47,1,Resolved
EMP130,2024-05-28,57,8.24,4,Escalated
EMP103,2024-01-02,42,5.96,3,Escalated
EMP102,2024-03-22,30,6.54,0,Resolved
EMP128,2024-01-28,47,5.56,4,Escalated
EMP104,2024-06-22,42,7.23,2,Resolved
EMP108,2024-01-01,36,8.11,2,Resolved
EMP141,2024-02-18,25,4.31,2,Resolved
EMP140,2024-02-22,32,7.23,4,Escalated
EMP120,2024-01-02,27,7.47,5,Escalated
EMP139,2024-03-20,56,5.99,0,Resolved
EMP101,2024-03-18,32,6.92,2,Resolved
EMP110,2024-04-30,42,7.99,0,Resolved
EMP135,2024-06-10,42,6.18,1,Resolved
EMP115,2024-06-01,28,5.89,3,Escalated
EMP120,2024-06-13,32,8.12,5,Escalated
EMP101,2024-04-01,54,6.57,4,Escalated
EMP128,2024-02-20,55,4.12,1,Resolved
EMP121,2024-04-09,48,4.3,6,Escalated
EMP130,2024-03-02,44,4.82,2,Resolved
EMP123,2024-02-17,55,6.95,0,Resolved
EMP145,2024-05-01,31,4.16,6,Escalated
EMP110,2024-03-25,58,4.99,4,Escalated
EMP112,2024-01-01,49,5.71,0,Resolved
EMP147,2024-02-12,50,5.33,6,Escalated
EMP110,2024-02-28,51,6.7,1,Resolved
EMP131,2024-03-12,58,6.72,4,Escalated
EMP113,2024-06-28,43,7.04,4,Escalated
EMP122,2024-05-06,35,4.5,5,Escalated
EMP124,2024-05-16,40,5.61,0,Resolved
EMP133,2024-04-06,40,7.38,6,Escalated
EMP150,2024-04-09,43,6.4,3,Escalated
EMP109,2024-05-23,57,5.23,2,Resolved
EMP146,2024-03-31,37,5.06,5,Escalated
EMP132,2024-02-03,27,7.41,2,Resolved
EMP149,2024-04-10,54,4.03,2,Resolved
EMP111,2024-02-22,42,4.76,3,Escalated
EMP106,2024-06-16,40,5.35,3,Escalated
EMP119,2024-04-23,58,6.31,2,Resolved
EMP150,2024-02-07,54,5.3,4,Escalated
EMP140,2024-01-30,35,6.66,2,Resolved
EMP115,2024-05-25,50,7.81,1,Resolved
EMP118,2024-04-25,32,5.83,3,Escalated
EMP103,2024-06-04,40,6.1,2,Resolved
EMP135,2024-02-28,36,7.88,4,Escalated
EMP102,2024-05-09,47,6.21,3,Escalated
EMP107,2024-04-10,41,4.34,6,Escalated
EMP128,2024-05-01,51,6.14,5,Escalated
EMP143,2024-06-19,56,5.2,1,Resolved
EMP101,2024-05-04,37,5.88,0,Resolved
EMP144,2024-05-10,33,6.5,1,Resolved
EMP109,2024-04-28,56,6.21,3,Escalated
EMP131,2024-06-11,42,5.71,6,Escalated
EMP134,2024-01-11,50,8.38,6,Escalated
EMP141,2024-01-19,32,5.61,3,Escalated
EMP123,2024-03-17,45,7.48,3,Escalated
EMP118,2024-05-22,60,4.98,5,Escalated
EMP137,2024-02-10,58,4.13,2,Resolved
EMP129,2024-03-06,41,7.3,6,Escalated
EMP104,2024-05-11,53,8.23,5,Escalated
EMP122,2024-01-03,36,5.76,2,Resolved
EMP119,2024-04-19,31,4.79,4,Escalated
EMP132,2024-03-01,37,7.61,3,Escalated
EMP138,2024-06-06,39,7.8,5,Escalated
EMP147,2024-01-15,58,4.33,2,Resolved
EMP124,2024-03-10,25,5.15,0,Resolved
EMP102,2024-05-22,42,8.47,3,Escalated
EMP133,2024-02-08,52,7.55,1,Resolved
EMP127,2024-03-21,34,5.57,4,Escalated
EMP139,2024-03-20,48,7.01,5,Escalated
EMP132,2024-03-30,55,8.2,2,Resolved
EMP112,2024-05-17,30,7.1,6,Escalated
EMP125,2024-01-16,42,7.4,2,Resolved
EMP146,2024-04-25,60,7.86,4,Escalated
EMP103,2024-06-28,55,6.8,6,Escalated
EMP149,2024-02-11,46,7.36,5,Escalated
EMP131,2024-06-05,37,6.3,5,Escalated
EMP136,2024-06-10,27,5.51,3,Escalated
EMP101,2024-03-13,52,4.73,2,Resolved
EMP140,2024-02-16,39,6.89,0,Resolved
EMP120,2024-04-04,41,5.26,2,Resolved
EMP131,2024-02-09,43,7.92,1,Resolved
EMP150,2024-02-21,56,6.16,0,Resolved
EMP116,2024-05-10,50,4.65,5,Escalated
EMP132,2024-01-31,43,5.19,3,Escalated
EMP117,2024-06-19,49,4.73,0,Resolved
EMP138,2024-02-05,41,5.47,4,Escalated
EMP114,2024-04-19,25,5.38,6,Escalated
EMP127,2024-04-10,33,4.1,0,Resolved
EMP146,2024-03-17,35,7.04,2,Resolved
EMP148,2024-01-14,28,4.28,5,Escalated
EMP139,2024-02-11,58,7.65,1,Resolved
EMP142,2024-05-04,33,4.13,3,Escalated
EMP121,2024-05-14,37,4.17,1,Resolved
EMP120,2024-03-31,55,6.87,3,Escalated
EMP138,2024-01-18,51,5.6,6,Escalated
EMP128,2024-04-27,27,5.97,0,Resolved
EMP143,2024-05-31,56,7.91,5,Escalated
EMP143,2024-02-12,29,5.48,0,Resolved
EMP106,2024-04-21,43,7.49,6,Escalated
EMP126,2024-03-06,42,8.29,0,Resolved
EMP119,2024-05-03,29,6.51,2,Resolved
EMP142,2024-01-21,30,6.67,4,Escalated
EMP119,2024-03-08,47,5.79,3,Escalated
EMP136,2024-06-13,32,7.78,6,Escalated
EMP135,2024-05-03,37,8.4,4,Escalated
EMP117,2024-06-01,27,8.18,2,Resolved
EMP140,2024-05-03,46,5.91,3,Escalated
EMP132,2024-06-02,58,4.24,4,Escalated
EMP116,2024-01-28,35,6.35,3,Escalated
EMP119,2024-05-23,33,6.41,5,Escalated
EMP106,2024-01-16,33,7.37,1,Resolved
EMP109,2024-03-05,25,8.06,0,Resolved
EMP150,2024-05-29,56,6.45,1,Resolved
EMP141,2024-06-04,25,4.05,1,Resolved
EMP102,2024-02-15,40,7.93,3,Escalated
EMP148,2024-02-28,37,4.97,6,Escalated
EMP132,2024-03-21,50,5.23,3,Escalated
EMP108,2024-06-05,60,5.72,0,Resolved
EMP127,2024-05-16,40,5.85,0,Resolved
EMP105,2024-06-06,33,5.63,5,Escalated
EMP142,2024-06-19,28,5.46,3,Escalated
EMP127,2024-02-04,57,6.52,2,Resolved
EMP119,2024-04-13,55,7.87,3,Escalated
EMP126,2024-02-27,26,5.31,6,Escalated
EMP101,2024-05-20,25,4.66,2,Resolved
EMP144,2024-03-03,59,5.45,4,Escalated
EMP112,2024-02-24,59,4.61,5,Escalated
EMP103,2024-04-04,30,8.3,4,Escalated
EMP137,2024-02-14,51,6.25,5,Escalated
EMP142,2024-06-14,41,4.54,3,Escalated
EMP144,2024-03-12,32,5.86,4,Escalated
EMP134,2024-02-25,25,7.55,2,Resolved
EMP131,2024-03-14,43,6.47,2,Resolved
EMP138,2024-01-12,59,4.97,2,Resolved
EMP123,2024-04-08,48,8.09,1,Resolved
EMP141,2024-01-03,44,4.32,2,Resolved
EMP103,2024-02-14,54,4.72,5,Escalated
EMP145,2024-03-13,27,5.64,3,Escalated
EMP143,2024-04-08,57,7.75,1,Resolved
EMP140,2024-05-07,49,7.12,3,Escalated
EMP120,2024-06-18,39,4.26,2,Resolved
EMP139,2024-01-09,28,7.81,3,Escalated
EMP119,2024-04-17,31,5.28,5,Escalated
EMP126,2024-03-08,57,6.09,4,Escalated
EMP133,2024-03-15,46,5.01,2,Resolved
EMP128,2024-04-23,28,6.37,3,Escalated
EMP113,2024-03-19,45,7.89,4,Escalated
EMP113,2024-02-21,46,7.59,6,Escalated
EMP150,2024-04-11,34,8.49,4,Escalated
EMP148,2024-02-28,47,6.57,1,Resolved
EMP107,2024-03-22,56,4.62,5,Escalated
EMP149,2024-05-13,31,6.69,3,Escalated
EMP127,2024-01-31,31,7.14,0,Resolved
EMP120,2024-02-12,56,4.51,6,Escalated
EMP116,2024-06-02,46,4.14,3,Escalated
EMP149,2024-04-09,55,5.5,6,Escalated
EMP110,2024-05-05,34,5.06,2,Resolved
EMP118,2024-04-30,31,5.48,1,Resolved
EMP145,2024-04-09,52,5.35,2,Resolved
EMP108,2024-01-26,35,4.89,0,Resolved
EMP136,2024-05-28,36,4.22,6,Escalated
EMP109,2024-05-15,43,6.11,4,Escalated
EMP118,2024-02-24,30,7.8,6,Escalated
EMP137,2024-04-10,27,7.34,3,Escalated
EMP136,2024-06-05,59,4.37,6,Escalated
EMP102,2024-04-25,33,4.61,0,Resolved
EMP111,2024-01-09,60,4.76,5,Escalated
EMP133,2024-03-07,42,4.44,4,Escalated
EMP143,2024-06-28,25,7.53,1,Resolved
EMP129,2024-05-19,53,7.45,5,Escalated
EMP116,2024-05-03,38,4.05,3,Escalated
EMP123,2024-03-31,53,5.91,0,Resolved
EMP114,2024-04-16,33,7.04,5,Escalated
EMP118,2024-02-10,38,6.05,1,Resolved
EMP124,2024-01-27,58,6.17,0,Resolved
EMP126,2024-04-20,55,7.9,3,Escalated
EMP107,2024-03-14,25,5.77,6,Escalated
EMP132,2024-05-28,42,4.51,3,Escalated
EMP142,2024-06-11,53,6.67,5,Escalated
EMP103,2024-04-29,28,6.35,1,Resolved
EMP113,2024-03-15,29,5.59,5,Escalated
EMP147,2024-02-07,30,6.73,5,Escalated
EMP147,2024-04-16,58,7.66,2,Resolved
EMP106,2024-04-29,51,5.12,2,Resolved
EMP104,2024-06-06,43,4.53,2,Resolved
EMP140,2024-04-25,30,6.26,4,Escalated
EMP131,2024-06-09,30,8.13,2,Resolved
EMP121,2024-05-31,50,7.07,6,Escalated
EMP123,2024-05-11,59,4.23,3,Escalated
EMP110,2024-01-10,49,8.06,2,Resolved
EMP141,2024-06-16,50,6.86,4,Escalated
EMP142,2024-03-10,51,7.18,4,Escalated
EMP111,2024-06-21,46,4.61,0,Resolved
EMP102,2024-02-09,53,6.88,2,Resolved
EMP150,2024-01-08,25,5.46,3,Escalated
EMP123,2024-05-18,49,4.15,5,Escalated
EMP142,2024-04-26,48,7.44,6,Escalated
EMP136,2024-05-24,28,6.14,2,Resolved
EMP143,2024-05-28,41,6.3,2,Resolved
EMP137,2024-04-06,37,6.7,4,Escalated
EMP103,2024-02-12,56,7.96,2,Resolved
EMP147,2024-01-30,32,6.77,6,Escalated
EMP143,2024-02-25,45,7.65,1,Resolved
EMP113,2024-01-11,51,7.0,2,Resolved
EMP147,2024-02-05,59,7.16,6,Escalated
EMP126,2024-02-02,53,5.8,6,Escalated
EMP146,2024-01-03,48,5.54,2,Resolved
EMP105,2024-04-29,51,7.95,1,Resolved
EMP123,2024-06-28,42,8.04,2,Resolved
EMP101,2024-01-18,51,7.36,2,Resolved
EMP102,2024-03-22,32,6.44,0,Resolved
EMP134,2024-01-08,25,5.26,4,Escalated
EMP112,2024-02-09,58,7.3,3,Escalated
EMP125,2024-04-25,55,6.1,4,Escalated
EMP126,2024-04-25,35,7.94,3,Escalated
EMP119,2024-01-20,44,5.47,2,Resolved
EMP117,2024-04-25,27,7.0,6,Escalated
EMP142,2024-03-18,36,5.82,0,Resolved
EMP102,2024-01-12,55,6.86,2,Resolved
EMP103,2024-03-26,26,5.6,6,Escalated
EMP104,2024-02-12,38,4.2,1,Resolved
EMP133,2024-04-27,55,6.54,0,Resolved
EMP120,2024-06-28,51,7.83,1,Resolved
EMP122,2024-03-15,32,4.5,3,Escalated
EMP127,2024-04-28,35,7.8,1,Resolved
EMP136,2024-02-24,39,5.47,3,Escalated
EMP129,2024-01-30,35,7.52,1,Resolved
EMP148,2024-06-26,48,6.42,4,Escalated
EMP135,2024-05-20,29,6.86,4,Escalated
EMP105,2024-01-26,58,6.24,6,Escalated
EMP141,2024-04-23,37,5.86,2,Resolved
EMP145,2024-06-15,38,8.1,0,Resolved
EMP113,2024-05-15,53,7.71,1,Resolved
EMP110,2024-01-01,26,7.56,4,Escalated
EMP121,2024-04-08,57,5.84,3,Escalated
EMP119,2024-05-10,31,5.4,4,Escalated
EMP105,2024-04-17,28,7.69,2,Resolved
EMP112,2024-05-10,36,7.29,4,Escalated
EMP115,2024-02-17,35,6.15,3,Escalated
EMP121,2024-04-03,26,4.95,1,Resolved
EMP112,2024-06-11,47,4.0,3,Escalated
EMP118,2024-01-08,37,6.7,2,Resolved
EMP113,2024-01-06,27,4.46,0,Resolved
EMP121,2024-05-28,40,7.08,6,Escalated
EMP150,2024-01-06,35,5.0,6,Escalated
EMP107,2024-06-13,29,6.65,2,Resolved
EMP106,2024-06-03,43,7.4,3,Escalated
EMP121,2024-02-09,44,6.94,0,Resolved
EMP105,2024-01-24,37,4.25,5,Escalated
EMP148,2024-05-26,60,4.8,5,Escalated
EMP137,2024-03-06,30,6.36,1,Resolved
EMP111,2024-05-23,59,7.41,4,Escalated
EMP122,2024-02-12,55,7.55,3,Escalated
EMP139,2024-06-07,27,4.03,5,Escalated
EMP144,2024-03-23,43,4.27,1,Resolved
EMP125,2024-04-19,53,5.89,3,Escalated
EMP131,2024-04-17,60,4.69,5,Escalated
EMP138,2024-02-10,45,6.36,3,Escalated
EMP134,2024-06-03,32,7.39,5,Escalated
EMP114,2024-02-22,36,5.33,0,Resolved
EMP148,2024-06-16,37,6.46,0,Resolved
EMP111,2024-02-02,32,4.31,6,Escalated
EMP131,2024-03-21,27,8.29,3,Escalated
EMP125,2024-05-22,54,8.1,4,Escalated
EMP109,2024-01-28,33,5.61,0,Resolved
EMP142,2024-02-06,30,7.4,0,Resolved
EMP129,2024-01-02,48,8.41,3,Escalated
EMP109,2024-01-11,28,4.79,5,Escalated
EMP147,2024-01-31,46,5.23,3,Escalated
EMP142,2024-04-06,40,4.83,1,Resolved
EMP103,2024-03-20,50,6.85,0,Resolved
EMP130,2024-02-24,43,6.8,6,Escalated
EMP117,2024-04-03,43,8.27,3,Escalated
EMP126,2024-03-12,49,7.56,0,Resolved
EMP122,2024-02-25,27,8.45,4,Escalated
EMP121,2024-05-05,28,5.59,6,Escalated
EMP121,2024-01-28,49,7.92,2,Resolved
EMP101,2024-02-16,43,7.21,6,Escalated
EMP117,2024-02-19,35,5.17,6,Escalated
EMP147,2024-03-06,57,7.37,4,Escalated
EMP123,2024-01-14,33,7.5,4,Escalated
EMP120,2024-03-22,45,6.05,0,Resolved
EMP111,2024-05-15,50,6.43,2,Resolved
EMP122,2024-02-17,42,4.17,5,Escalated
EMP119,2024-05-08,48,7.15,1,Resolved
EMP106,2024-05-18,55,4.18,5,Escalated
EMP114,2024-04-30,38,7.51,6,Escalated
EMP128,2024-01-25,29,4.5,1,Resolved
EMP149,2024-02-14,31,8.21,0,Resolved
EMP114,2024-04-29,43,7.56,5,Escalated
EMP109,2024-05-07,38,5.77,0,Resolved
EMP107,2024-06-07,32,5.3,0,Resolved
EMP126,2024-05-28,27,8.07,2,Resolved
EMP147,2024-05-14,40,4.8,6,Escalated
EMP123,2024-04-18,59,4.36,2,Resolved
EMP116,2024-05-15,56,7.77,5,Escalated
EMP136,2024-03-14,53,6.53,0,Resolved
EMP125,2024-03-01,56,5.71,2,Resolved
EMP101,2024-05-13,48,5.85,1,Resolved
EMP108,2024-03-18,32,4.55,3,Escalated
EMP105,2024-03-05,58,6.73,0,Resolved
EMP124,2024-01-18,34,6.04,6,Escalated
EMP123,2024-04-20,37,5.41,5,Escalated
EMP104,2024-02-13,55,4.61,1,Resolved
EMP140,2024-02-20,59,8.24,5,Escalated
EMP101,2024-04-12,34,8.29,5,Escalated
EMP110,2024-06-05,56,5.2,5,Escalated
EMP126,2024-01-04,42,7.79,5,Escalated
EMP106,2024-04-17,56,5.98,2,Resolved
EMP135,2024-06-05,59,5.34,0,Resolved
EMP123,2024-05-11,58,6.13,6,Escalated
EMP116,2024-02-23,38,8.3,1,Resolved
EMP102,2024-02-06,48,7.86,5,Escalated
EMP113,2024-06-12,37,4.79,4,Escalated
EMP117,2024-05-31,53,7.61,2,Resolved
EMP103,2024-02-22,38,6.95,6,Escalated
EMP147,2024-04-20,31,5.25,5,Escalated
EMP102,2024-04-19,37,7.44,3,Escalated
EMP101,2024-05-04,59,5.97,6,Escalated
EMP133,2024-06-27,57,6.96,1,Resolved
EMP106,2024-02-19,60,6.54,4,Escalated
EMP138,2024-01-09,38,6.94,3,Escalated
EMP146,2024-06-26,44,8.02,4,Escalated
EMP144,2024-02-10,50,6.59,6,Escalated
EMP114,2024-04-16,25,8.29,1,Resolved
EMP120,2024-01-10,51,4.3,4,Escalated
EMP118,2024-05-08,56,7.18,3,Escalated
EMP109,2024-04-07,46,7.64,1,Resolved
EMP149,2024-05-01,44,6.96,5,Escalated
EMP150,2024-04-02,40,4.03,1,Resolved
EMP124,2024-03-09,56,8.32,3,Escalated
EMP141,2024-01-11,42,4.5,0,Resolved
EMP119,2024-02-09,30,4.98,3,Escalated
EMP120,2024-02-13,34,7.83,0,Resolved
EMP123,2024-01-23,53,4.28,4,Escalated
EMP145,2024-04-18,41,5.45,1,Resolved
EMP128,2024-01-12,39,7.14,2,Resolved
EMP137,2024-06-22,36,4.13,6,Escalated
EMP126,2024-04-06,38,7.01,4,Escalated
EMP126,2024-06-04,56,7.22,1,Resolved
EMP129,2024-01-21,31,5.38,5,Escalated
EMP138,2024-03-29,30,5.67,3,Escalated
EMP101,2024-04-01,38,8.04,1,Resolved
EMP133,2024-02-02,35,6.63,1,Resolved
EMP142,2024-01-30,29,7.97,3,Escalated
EMP138,2024-03-07,60,6.42,2,Resolved
EMP134,2024-03-11,52,6.9,0,Resolved
EMP136,2024-04-17,29,6.11,0,Resolved
EMP132,2024-02-25,43,4.82,3,Escalated
EMP109,2024-04-12,26,4.5,1,Resolved
EMP133,2024-03-21,60,7.88,0,Resolved
EMP141,2024-04-06,42,4.17,2,Resolved
EMP145,2024-01-01,41,7.16,1,Resolved
EMP129,2024-05-01,47,6.42,3,Escalated
EMP118,2024-04-06,40,5.24,4,Escalated
EMP106,2024-04-20,58,4.62,3,Escalated
EMP118,2024-04-12,54,5.65,1,Resolved
EMP143,2024-01-27,48,4.47,1,Resolved
EMP104,2024-03-05,45,5.75,0,Resolved
EMP140,2024-04-12,44,6.05,0,Resolved
EMP108,2024-02-07,59,6.49,0,Resolved
EMP142,2024-05-30,45,4.42,5,Escalated
EMP150,2024-04-28,55,6.95,0,Resolved
EMP104,2024-06-18,34,7.4,2,Resolved
EMP150,2024-04-23,57,5.98,4,Escalated
EMP121,2024-06-28,28,7.22,3,Escalated
EMP107,2024-01-02,45,4.88,1,Resolved
EMP128,2024-06-11,26,5.55,1,Resolved
EMP108,2024-02-02,34,6.53,2,Resolved
EMP119,2024-06-13,49,4.9,3,Escalated
EMP132,2024-05-17,47,4.76,2,Resolved
EMP118,2024-03-21,53,5.68,2,Resolved
EMP149,2024-03-23,35,6.18,0,Resolved
EMP132,2024-05-20,59,7.48,1,Resolved
EMP127,2024-05-30,52,4.37,4,Escalated
EMP106,2024-05-07,57,7.75,3,Escalated
EMP114,2024-03-27,25,5.58,1,Resolved
EMP128,2024-04-18,52,5.12,1,Resolved
EMP139,2024-05-01,53,7.67,0,Resolved
EMP118,2024-04-20,26,6.59,1,Resolved
EMP103,2024-05-09,57,7.13,6,Escalated
EMP132,2024-02-29,44,8.4,2,Resolved
EMP131,2024-04-12,40,5.44,6,Escalated
EMP131,2024-01-07,47,5.26,3,Escalated
EMP122,2024-01-06,45,7.02,2,Resolved
EMP136,2024-02-02,26,6.72,5,Escalated
EMP102,2024-03-13,56,5.45,5,Escalated
EMP142,2024-02-18,30,6.54,3,Escalated
EMP128,2024-04-18,37,4.99,2,Resolved
EMP141,2024-06-27,59,4.41,2,Resolved
EMP131,2024-01-30,25,7.92,5,Escalated
EMP109,2024-04-01,60,4.29,6,Escalated
EMP125,2024-03-08,49,4.64,0,Resolved
EMP137,2024-05-10,37,8.41,1,Resolved
EMP139,2024-04-14,29,5.5,1,Resolved
EMP128,2024-01-25,31,7.35,3,Escalated
EMP107,2024-04-21,56,5.4,1,Resolved
EMP140,2024-05-24,38,5.23,0,Resolved
EMP141,2024-01-31,45,8.12,5,Escalated
EMP140,2024-06-04,33,5.73,4,Escalated
EMP120,2024-03-14,38,8.37,0,Resolved
EMP114,2024-06-05,52,5.68,0,Resolved
EMP124,2024-02-20,42,5.06,1,Resolved
EMP113,2024-03-05,36,6.33,2,Resolved
EMP126,2024-04-09,35,5.86,2,Resolved
EMP116,2024-04-25,37,5.61,5,Escalated
EMP132,2024-04-10,43,5.02,5,Escalated
EMP102,2024-01-27,29,6.17,1,Resolved
EMP135,2024-06-18,48,8.24,4,Escalated
EMP148,2024-05-01,31,4.13,1,Resolved
EMP103,2024-06-18,29,4.44,2,Resolved
EMP150,2024-05-16,33,4.67,3,Escalated
EMP141,2024-03-16,25,5.17,3,Escalated
EMP106,2024-03-12,26,7.11,3,Escalated
EMP101,2024-05-13,41,8.29,6,Escalated
EMP130,2024-06-19,30,4.28,4,Escalated
EMP107,2024-01-05,33,5.02,1,Resolved
EMP146,2024-03-27,60,5.41,4,Escalated
EMP144,2024-01-20,32,5.27,1,Resolved
EMP134,2024-06-25,51,7.26,2,Resolved
EMP134,2024-02-27,38,6.25,1,Resolved
EMP131,2024-03-06,54,6.71,1,Resolved
EMP139,2024-04-24,44,4.94,0,Resolved
EMP145,2024-05-28,38,4.73,0,Resolved
EMP137,2024-03-06,32,6.94,2,Resolved
EMP105,2024-01-22,60,7.9,3,Escalated
EMP142,2024-03-13,25,7.81,5,Escalated
EMP105,2024-04-09,39,6.34,1,Resolved
EMP136,2024-04-08,50,4.09,0,Resolved
EMP132,2024-05-28,42,6.05,4,Escalated
EMP137,2024-04-23,60,5.4,3,Escalated
EMP143,2024-06-10,42,7.54,6,Escalated
EMP107,2024-05-05,34,7.34,1,Resolved
EMP136,2024-05-24,57,7.14,2,Resolved
EMP135,2024-01-30,48,5.97,3,Escalated
EMP143,2024-06-04,39,5.73,5,Escalated
EMP112,2024-02-14,37,7.27,2,Resolved
EMP135,2024-03-29,35,5.62,3,Escalated
EMP104,2024-03-02,38,4.31,0,Resolved
EMP102,2024-04-14,30,6.76,4,Escalated
EMP110,2024-06-20,32,8.48,2,Resolved
EMP128,2024-03-05,58,7.64,0,Resolved
EMP102,2024-05-08,36,7.09,6,Escalated
EMP148,2024-04-05,33,7.14,5,Escalated
EMP132,2024-01-08,33,8.48,6,Escalated
EMP120,2024-01-26,31,6.76,5,Escalated
EMP128,2024-02-11,42,4.05,6,Escalated
EMP133,2024-01-25,48,8.35,5,Escalated
EMP115,2024-01-09,35,5.39,2,Resolved
EMP131,2024-03-31,47,6.83,2,Resolved
EMP101,2024-06-14,28,5.97,0,Resolved
EMP136,2024-04-15,57,7.81,6,Escalated
EMP130,2024-02-19,26,7.2,2,Resolved
EMP117,2024-04-18,43,4.53,4,Escalated
EMP138,2024-01-16,29,7.05,1,Resolved
EMP146,2024-04-12,56,4.2,4,Escalated
EMP145,2024-04-17,32,7.14,5,Escalated
EMP109,2024-06-27,47,5.02,5,Escalated
EMP130,2024-01-14,56,7.06,3,Escalated
EMP142,2024-03-02,50,4.19,0,Resolved
EMP139,2024-06-22,29,6.42,5,Escalated
EMP138,2024-04-18,46,7.17,2,Resolved
EMP107,2024-01-11,57,5.01,2,Resolved
EMP111,2024-02-06,34,4.5,0,Resolved
EMP125,2024-04-25,42,6.96,0,Resolved
EMP120,2024-05-02,54,4.14,2,Resolved
EMP120,2024-04-01,37,6.51,3,Escalated
EMP138,2024-04-13,40,5.4,6,Escalated
EMP134,2024-02-16,49,8.21,6,Escalated
EMP141,2024-06-12,29,6.26,6,Escalated
EMP123,2024-03-14,46,7.58,4,Escalated
EMP139,2024-01-11,40,8.17,4,Escalated
EMP122,2024-03-15,29,6.94,4,Escalated
EMP127,2024-05-21,42,4.63,5,Escalated
EMP148,2024-05-05,31,8.21,5,Escalated
EMP139,2024-05-15,50,5.21,6,Escalated
EMP128,2024-04-10,31,4.59,1,Resolved
EMP115,2024-05-20,28,6.58,1,Resolved
EMP103,2024-06-25,34,4.95,6,Escalated
EMP107,2024-04-07,41,5.13,3,Escalated
EMP134,2024-04-28,26,7.88,5,Escalated
EMP121,2024-05-24,56,4.41,1,Resolved
EMP105,2024-01-20,58,8.5,0,Resolved
EMP124,2024-06-02,55,8.19,3,Escalated
EMP133,2024-05-10,41,6.85,1,Resolved
EMP101,2024-02-23,28,6.65,5,Escalated
EMP129,2024-06-08,46,7.73,4,Escalated
EMP126,2024-06-03,50,7.31,4,Escalated
EMP115,2024-05-20,26,5.77,2,Resolved
EMP107,2024-04-15,52,6.88,0,Resolved
EMP128,2024-03-07,36,5.9,1,Resolved
EMP149,2024-06-25,40,7.28,4,Escalated
EMP115,2024-03-01,53,6.5,1,Resolved
EMP104,2024-05-04,34,4.36,6,Escalated
EMP133,2024-03-28,40,5.29,3,Escalated
EMP146,2024-01-25,43,7.47,4,Escalated
EMP139,2024-03-03,56,7.75,2,Resolved
EMP149,2024-05-05,34,5.68,0,Resolved
EMP112,2024-01-10,29,7.1,2,Resolved
EMP122,2024-03-13,32,4.5,5,Escalated
EMP103,2024-02-13,41,6.73,3,Escalated
EMP150,2024-03-12,38,6.07,3,Escalated
EMP109,2024-03-20,46,7.51,4,Escalated
EMP109,2024-05-24,29,6.38,3,Escalated
EMP117,2024-02-10,40,5.6,5,Escalated
EMP132,2024-03-16,34,5.53,0,Resolved
EMP109,2024-06-29,50,5.92,4,Escalated
EMP128,2024-05-20,46,7.22,4,Escalated
EMP140,2024-03-08,53,6.41,5,Escalated
EMP144,2024-03-21,40,4.56,1,Resolved
EMP131,2024-04-09,46,6.86,3,Escalated
EMP135,2024-02-08,49,7.27,5,Escalated
EMP139,2024-03-22,46,8.35,3,Escalated
EMP126,2024-01-25,42,7.26,0,Resolved
EMP106,2024-01-21,29,7.89,5,Escalated
EMP116,2024-05-19,60,7.26,3,Escalated
EMP107,2024-05-16,60,7.05,2,Resolved
EMP103,2024-06-19,35,8.12,2,Resolved
EMP130,2024-04-17,47,7.21,0,Resolved
EMP144,2024-06-23,34,6.49,6,Escalated
EMP128,2024-01-25,41,4.32,4,Escalated
EMP103,2024-04-17,42,4.34,2,Resolved
EMP108,2024-04-17,35,5.77,6,Escalated
EMP120,2024-04-02,58,7.48,5,Escalated
EMP146,2024-03-19,59,7.25,0,Resolved
EMP116,2024-03-05,28,4.47,4,Escalated
EMP108,2024-02-22,38,7.63,1,Resolved
EMP116,2024-01-27,27,6.36,2,Resolved
EMP141,2024-05-07,40,5.53,4,Escalated
EMP147,2024-05-14,53,8.33,0,Resolved
EMP129,2024-01-09,26,4.26,1,Resolved
EMP140,2024-01-02,49,6.86,6,Escalated
EMP104,2024-06-01,43,4.48,1,Resolved
EMP104,2024-06-04,38,6.6,6,Escalated
EMP107,2024-04-03,53,7.45,2,Resolved
EMP115,2024-04-02,39,4.49,2,Resolved
EMP146,2024-05-10,27,4.01,4,Escalated
EMP144,2024-05-08,29,8.1,2,Resolved
EMP147,2024-01-05,30,6.58,1,Resolved
EMP108,2024-06-26,39,6.5,0,Resolved
EMP146,2024-06-23,56,4.63,6,Escalated
EMP131,2024-04-07,53,8.2,6,Escalated
EMP132,2024-06-25,57,5.21,2,Resolved
EMP143,2024-05-10,56,8.45,3,Escalated
EMP149,2024-05-20,27,6.29,0,Resolved
